Q,Error of Tdigests,Error of T of T,P of Tdigests,P of T of T
0.9901423877,16991.64,99.82,169.9164,0.9982
0.991237678,17687.29,99.85,176.8729,0.9985
0.9923329682,20011.55,99.86,200.1155,0.9986
0.9934282585,22610.37,99.92,226.1037,0.9992
0.9945235487,23656.19,135.98,236.5619,1.3598
0.995618839,26955.7,249.35,269.557,2.4935
0.9967141292,31130.92,467.7,311.3092,4.677
0.9978094195,31220.81,716.85,312.2081,7.1685
0.9989047097,32359.68,4838.44,323.5968,48.3844
1,50865.03,7214.93,508.6503,72.1493
