"@timestamp",cId,StartTs,Duration
"2023-06-09T21:17:07.193803608Z",87,1686345426120,419
"2023-06-09T21:17:07.193791982Z",389,1686345425698,629
"2023-06-09T21:17:07.386309377Z",389,1686345425698,631
"2023-06-09T21:17:07.357884930Z",389,1686345425698,729
"2023-06-09T21:17:07.300576831Z",389,1686345425698,728
"2023-06-09T21:17:07.300564598Z",389,1686345425698,534
"2023-06-09T21:17:07.472283249Z",389,1686345425698,851
"2023-06-09T21:17:07.450653387Z",389,1686345425698,821
"2023-06-09T21:17:07.402470220Z",389,1686345425698,539
"2023-06-09T21:17:07.387999698Z",389,1686345425698,836
"2023-06-09T21:17:07.194244791Z",389,1686345425698,621
"2023-06-09T21:17:07.193801926Z",389,1686345425698,833
"2023-06-09T21:17:07.193785281Z",389,1686345425698,531
"2023-06-09T21:17:07.386318517Z",87,1686345426120,516
"2023-06-09T21:17:07.357893027Z",389,1686345425698,841
"2023-06-09T21:17:07.357880656Z",389,1686345425698,530
"2023-06-09T21:17:06.385124195Z",40390,1686345425292,687
"2023-06-09T21:17:06.466859963Z",389,1686345425698,530
"2023-06-09T21:17:06.210219409Z",389,1686345425698,424
"2023-06-09T21:17:06.357532885Z",389,1686345425698,527
"2023-06-09T21:17:06.357519942Z",389,1686345425698,431
"2023-06-09T21:17:06.357514129Z",389,1686345425698,418
"2023-06-09T21:17:06.210223223Z",389,1686345425698,441
"2023-06-09T21:17:06.357529041Z",389,1686345425698,519
"2023-06-09T21:17:03.300008641Z",118,1686345421251,570
"2023-06-09T21:17:02.499292163Z",20793,1686345421183,496
"2023-06-09T21:17:00.450347979Z",20793,1686345419071,516
"2023-06-09T21:17:00.476771858Z",20793,1686345419297,567
"2023-06-09T21:17:00.478609808Z",20793,1686345419297,559
"2023-06-09T21:17:00.476773316Z",20793,1686345419297,567
"2023-06-09T21:16:58.453372211Z",20268,1686345417771,558
"2023-06-09T21:16:58.452968192Z",20559,1686345417107,564
"2023-06-09T21:16:58.480137869Z",20268,1686345417781,571
"2023-06-09T21:16:58.479944227Z",20559,1686345417398,487
"2023-06-09T21:16:56.456726468Z",41699,1686345414765,718
"2023-06-09T21:16:56.411340914Z",41699,1686345414765,710
"2023-06-09T21:16:56.476647129Z",20793,1686345415098,490
"2023-06-09T21:16:56.512252641Z",20793,1686345415098,470
"2023-06-09T21:16:55.410563415Z",41699,1686345414765,313
"2023-06-09T21:16:55.501816159Z",20220,1686345414405,862
"2023-06-09T21:16:55.501536675Z",20220,1686345414405,558
"2023-06-09T21:16:55.479551199Z",20220,1686345414405,916
"2023-06-09T21:16:55.479543945Z",20220,1686345414405,862
"2023-06-09T21:16:55.479382302Z",20220,1686345414405,780
"2023-06-09T21:16:55.479262807Z",20220,1686345414405,543
"2023-06-09T21:16:55.475805115Z",20793,1686345414754,568
"2023-06-09T21:16:55.475503289Z",20793,1686345414450,592
"2023-06-09T21:16:55.475499775Z",20793,1686345414450,573
"2023-06-09T21:16:55.475494002Z",20220,1686345414405,536
"2023-06-09T21:16:55.475486624Z",20793,1686345414245,578
"2023-06-09T21:16:55.475484785Z",20793,1686345414245,575
"2023-06-09T21:16:55.455674962Z",20793,1686345414754,434
"2023-06-09T21:16:55.455445747Z",20220,1686345414405,554
"2023-06-09T21:16:55.453357160Z",20220,1686345414405,808
"2023-06-09T21:16:55.453205464Z",20220,1686345414405,543
"2023-06-09T21:16:55.501540385Z",20793,1686345414497,527
"2023-06-09T21:16:55.501534884Z",20220,1686345414405,556
"2023-06-09T21:16:55.501533077Z",20220,1686345414405,544
"2023-06-09T21:16:55.479264721Z",20220,1686345414405,544
"2023-06-09T21:16:55.455449469Z",20793,1686345414497,553
"2023-06-09T21:16:55.455443837Z",20220,1686345414405,544
"2023-06-09T21:16:55.456845304Z",20220,1686345414405,553
"2023-06-09T21:16:55.456843435Z",20220,1686345414405,551
"2023-06-09T21:16:55.491711380Z",20793,1686345414475,568
"2023-06-09T21:16:55.491705951Z",20220,1686345414405,551
"2023-06-09T21:16:55.491704207Z",20220,1686345414405,544
"2023-06-09T21:16:55.455090334Z",20793,1686345414841,475
"2023-06-09T21:16:55.454965399Z",20220,1686345414405,557
"2023-06-09T21:16:54.388478451Z",40065,1686345412958,669
"2023-06-09T21:16:54.388476259Z",40065,1686345412958,669
"2023-06-09T21:16:54.391187807Z",40065,1686345412958,451
"2023-06-09T21:16:45.502921137Z",20666,1686345404032,607
"2023-06-09T21:16:41.471925560Z",498,1686345399732,712
"2023-06-09T21:16:41.387198353Z",498,1686345399732,665
"2023-06-09T21:16:39.450025917Z",299,1686345398064,685
"2023-06-09T21:16:33.464272253Z",389,1686345392099,926
"2023-06-09T21:16:33.464270270Z",389,1686345392099,925
"2023-06-09T21:16:33.464264544Z",389,1686345392099,739
"2023-06-09T21:16:33.452944260Z",389,1686345392099,650
"2023-06-09T21:16:33.205011591Z",389,1686345392099,736
"2023-06-09T21:16:33.204995471Z",389,1686345392099,639
"2023-06-09T21:16:33.388238390Z",389,1686345392099,641
"2023-06-09T21:16:33.301217182Z",389,1686345392099,650
"2023-06-09T21:16:33.301213746Z",389,1686345392099,640
"2023-06-09T21:16:33.457035831Z",389,1686345392099,1031
"2023-06-09T21:16:33.457014732Z",389,1686345392099,744
"2023-06-09T21:16:33.456997184Z",389,1686345392099,662
"2023-06-09T21:16:33.386800769Z",389,1686345392099,1126
"2023-06-09T21:16:33.386775722Z",389,1686345392099,655
"2023-06-09T21:16:33.386773771Z",389,1686345392099,654
"2023-06-09T21:16:33.193286209Z",389,1686345392099,750
"2023-06-09T21:16:33.193273634Z",389,1686345392099,651
"2023-06-09T21:16:33.193271891Z",389,1686345392099,646
"2023-06-09T21:16:33.193270259Z",389,1686345392099,646
"2023-06-09T21:16:22.499980349Z",21792,1686345381303,450
"2023-06-09T21:15:58.343976973Z",20191,1686345357400,467
"2023-06-09T21:15:57.460744479Z",20793,1686345356837,494
"2023-06-09T21:15:57.501230095Z",20268,1686345357141,216
"2023-06-09T21:15:57.460740852Z",20793,1686345356837,472
"2023-06-09T21:15:55.449744727Z",22105,1686345353394,1420
"2023-06-09T21:15:55.462258200Z",22105,1686345353394,1124
"2023-06-09T21:15:55.412613927Z",22105,1686345353394,1031
"2023-06-09T21:15:55.405994226Z",22105,1686345353394,1119
"2023-06-09T21:15:40.456358708Z",20793,1686345339124,674
"2023-06-09T21:15:40.329759276Z",20562,1686345338962,636
"2023-06-09T21:15:40.329749228Z",20562,1686345338962,587
"2023-06-09T21:15:34.450814552Z",299,1686345333000,653
"2023-06-09T21:15:34.450812819Z",299,1686345333000,649
"2023-06-09T21:15:34.451269563Z",299,1686345333000,650
"2023-06-09T21:15:34.386238860Z",299,1686345333000,651
"2023-06-09T21:15:34.451275268Z",299,1686345333000,751
"2023-06-09T21:15:30.302083596Z",87,1686345328933,531
"2023-06-09T21:15:28.451160881Z",61,1686345327046,690
"2023-06-09T21:15:26.457616933Z",21104,1686345325105,569
"2023-06-09T21:15:26.457684953Z",21104,1686345325105,638
"2023-06-09T21:15:26.457673827Z",21104,1686345325105,611
"2023-06-09T21:15:26.457620424Z",21104,1686345325105,589
"2023-06-09T21:15:26.457613195Z",21104,1686345325105,546
"2023-06-09T21:18:15.463978429Z",117,1686345491388,3066
"2023-06-09T21:18:15.356008743Z",117,1686345491388,3053
"2023-06-09T21:18:15.356000858Z",117,1686345491388,3033
"2023-06-09T21:18:15.355997040Z",117,1686345491388,3022
"2023-06-09T21:18:15.355991089Z",117,1686345491388,2998
"2023-06-09T21:18:15.355986077Z",117,1686345491388,2959
"2023-06-09T21:18:15.449990885Z",117,1686345491388,3052
"2023-06-09T21:18:15.196511950Z",117,1686345491388,3028
"2023-06-09T21:18:15.196505502Z",117,1686345491388,3005
"2023-06-09T21:18:15.196502031Z",117,1686345491388,3001
"2023-06-09T21:18:15.195361928Z",117,1686345491388,3051
"2023-06-09T21:18:15.195352309Z",117,1686345491388,3040
"2023-06-09T21:18:15.195342209Z",117,1686345491388,3032
"2023-06-09T21:18:15.195340164Z",117,1686345491388,3031
"2023-06-09T21:18:15.195334502Z",117,1686345491388,3023
"2023-06-09T21:18:15.195332614Z",117,1686345491388,3023
"2023-06-09T21:18:15.195318157Z",117,1686345491388,3004
"2023-06-09T21:18:15.195296891Z",117,1686345491388,2960
"2023-06-09T21:18:15.195289309Z",117,1686345491388,2886
"2023-06-09T21:18:15.456234303Z",117,1686345491388,3057
"2023-06-09T21:18:15.356004765Z",117,1686345491388,3046
"2023-06-09T21:18:15.196515266Z",117,1686345491388,3047
"2023-06-09T21:18:15.196513608Z",117,1686345491388,3045
"2023-06-09T21:18:15.196503855Z",117,1686345491388,3003
"2023-06-09T21:18:15.196488453Z",117,1686345491388,2497
"2023-06-09T21:18:15.195367703Z",117,1686345491388,3064
"2023-06-09T21:18:15.195363767Z",117,1686345491388,3052
"2023-06-09T21:18:15.195356025Z",117,1686345491388,3045
"2023-06-09T21:18:15.195354213Z",117,1686345491388,3044
"2023-06-09T21:18:15.195346092Z",117,1686345491388,3035
"2023-06-09T21:18:15.195344213Z",117,1686345491388,3033
"2023-06-09T21:18:15.195316017Z",117,1686345491388,3002
"2023-06-09T21:18:15.195314149Z",117,1686345491388,3002
"2023-06-09T21:18:15.195312262Z",117,1686345491388,3001
"2023-06-09T21:18:15.195310427Z",117,1686345491388,2999
"2023-06-09T21:18:15.195298970Z",117,1686345491388,2963
"2023-06-09T21:18:15.195291353Z",117,1686345491388,2889
"2023-06-09T21:18:14.449658736Z",117,1686345491388,3054
"2023-06-09T21:18:14.449652011Z",117,1686345491388,3040
"2023-06-09T21:18:14.449633944Z",117,1686345491388,3024
"2023-06-09T21:18:14.449622044Z",117,1686345491388,3009
"2023-06-09T21:18:14.449610228Z",117,1686345491388,3001
"2023-06-09T21:18:14.449597741Z",117,1686345491388,2891
"2023-06-09T21:18:14.449591618Z",117,1686345491388,2510
"2023-06-09T21:18:14.449583306Z",117,1686345491388,2190
"2023-06-09T21:18:14.449579192Z",117,1686345491388,2180
"2023-06-09T21:18:14.449560253Z",117,1686345491388,2163
"2023-06-09T21:18:14.449558208Z",117,1686345491388,2159
"2023-06-09T21:18:14.449554424Z",117,1686345491388,2152
"2023-06-09T21:18:14.449545206Z",117,1686345491388,2148
"2023-06-09T21:18:14.197178533Z",117,1686345491388,2497
"2023-06-09T21:18:14.197153399Z",117,1686345491388,2171
"2023-06-09T21:18:14.197150979Z",117,1686345491388,2164
"2023-06-09T21:18:14.197143398Z",117,1686345491388,2154
"2023-06-09T21:18:14.197141501Z",117,1686345491388,2152
"2023-06-09T21:18:14.386865963Z",117,1686345491388,2187
"2023-06-09T21:18:14.386856337Z",117,1686345491388,2152
"2023-06-09T21:18:14.356765067Z",117,1686345491388,2221
"2023-06-09T21:18:14.356763092Z",117,1686345491388,2220
"2023-06-09T21:18:14.356757535Z",117,1686345491388,2180
"2023-06-09T21:18:14.356755706Z",117,1686345491388,2172
"2023-06-09T21:18:14.356750007Z",117,1686345491388,2148
"2023-06-09T21:18:14.356748188Z",117,1686345491388,2147
"2023-06-09T21:18:14.465633408Z",117,1686345491388,3046
"2023-06-09T21:18:14.465630363Z",117,1686345491388,3036
"2023-06-09T21:18:14.465628721Z",117,1686345491388,3034
"2023-06-09T21:18:14.465626959Z",117,1686345491388,3030
"2023-06-09T21:18:14.465610105Z",117,1686345491388,2892
"2023-06-09T21:18:14.465601812Z",117,1686345491388,2221
"2023-06-09T21:18:14.465598749Z",117,1686345491388,2219
"2023-06-09T21:18:14.465586575Z",117,1686345491388,2166
"2023-06-09T21:18:14.465583400Z",117,1686345491388,2164
"2023-06-09T21:18:14.465575673Z",117,1686345491388,2155
"2023-06-09T21:18:14.465564362Z",117,1686345491388,2142
"2023-06-09T21:18:14.465555156Z",117,1686345491388,2124
"2023-06-09T21:18:14.370270167Z",117,1686345491388,2889
"2023-06-09T21:18:14.370258864Z",117,1686345491388,2497
"2023-06-09T21:18:14.370252534Z",117,1686345491388,2221
"2023-06-09T21:18:14.370250876Z",117,1686345491388,2221
"2023-06-09T21:18:14.370244548Z",117,1686345491388,2193
"2023-06-09T21:18:14.370242893Z",117,1686345491388,2189
"2023-06-09T21:18:14.370241185Z",117,1686345491388,2169
"2023-06-09T21:18:14.370236512Z",117,1686345491388,2163
"2023-06-09T21:18:14.370234890Z",117,1686345491388,2163
"2023-06-09T21:18:14.370233218Z",117,1686345491388,2163
